# List created using the lists from:
# http://www.issn.org/2-22660-LTWA.php
-agoge	-ag
United States of America	U. S. A
unitholder	unithold
uniun-	un
universal	univers
universale	univers
universaliz-	univers
universel-	univers
universidad	univ
universidade	univ
universit-	univ
Universum	Univers
univerzitet-	univ
univerzum	univerz
univisersal-	univers
uniwersaln-	univers
uniwersytet-	uniw
unknown	unkn
Unkrautbekampfung	Unkrautbekampf
unlimited	unltd
unmasking	unmask
unmuzzle	unmuzz
Unna-	Unna
unofficial	unoff
unorgani-	unorgan
unowoczesn-	unowocz
unplug-	unplug
unpolitisch	unpolit
unpubli-	unpubl
unreach-	unreach
unrelated	unrelat
unreported	unreport
unrepresented	unrepresent
unscathed	unscath
unschedul-	unsched
unselbstandig-	unselbstand
Unsko-sans-	Unsko-san
unspeak-	unspeak
unsuccessful	unsuccess
unterblieb-	unterblieb
unterbringung	unterbring
Untereisesheim	Untereisesh
Unterfranken	Unterfrank
Unterhaching	Unterhach
Unterhaltung	Unterhalt
unterirdisch	unterird
Unterkommission-	Unterkomm
Untermainkreis	Untermainkr
Unternehmen	Unternehm
unternehmen	unternehm
Unternehmung-	Unternehm
Unterricht	Unterr
Unterschied	Untersch
Unterschleissheim	Unterschleissh
Unterstutzung	Unterstutz
Untersuchung	Unters
Untertaunuskreis	Untertaunuskr
Unteruhldingen	Unteruhlding
Unterweisung	Unterweis
untitl-	untitl
unutrasnji	unutr
unveroffentl-	unveroff
upadosciowy	upadosc
Upakovka	Upak
upallel-	upall
upcoming	upcom
updat-	updat
upedafous	uped
upereho-	upereh
uperer-	uperer
uperpont-	uperpont
upertase	upert
uperesia	uper
upgrad-	upgrad
upgrading	upgrad
upland	upl
upodome	upod
upologist-	upolog
upomnem-	upomnem
uporab-	uporab
upotreba	upotr
upotrof-	upotrof
upourgeion	upourg
upowszechn-	upowsz
upper	up
uppfoljning	uppfolj
uppgift	uppg
Uppland	Uppl
upplysning	upplysn
Uppsala	Upps
uppsats-	uppsats
uppslag	uppsl
upptackare	upptack
uppvarmning	uppvarm
uppvigling	uppvigl
uprating	uprat
upravl-	upr
upravlj-	upravlj
upravn-	uprav
uprawny	upraw
uprocnen-	uprocn
uprugost	uprug
uprzemys-	uprzem
upsaliens-	ups
upseeri	ups
uptown	upt
uputstv-	uput
urakkahinnat	urakkahin
urakoitsija	urak
ural-	ural
uralisztika	ural
Uralo-Altaic-	Uralo-Altai
uralsk-	ural
uravnen-	uravn
Urbach	Urb
urbanis-	urban
urbaniz-	urban
urbinate	urbin
Urchristentum	Urchrist
uredelighed	uredel
urem-	urem
ureaj-	ure
ureenje	ure
Urfeld-	Urf
urgencia	urgenc
urgent-	urgent
Urgeschichte	Urgesch
Urheber	Urh
urheiluopisto	urheiluop
urheiluvaline	urheiluval
urin-	urin
Urkunde	Urkd
urmakare	urmak
urodynamic	urodyn
urogenital	urogenit
urogravidantherap-	urogravidanther
urogynaecologia	urogynaecol
urolog-	urol
urolog-	urol
urostomij-	urost
urozajnost	urozajn
Ursachenforschung-	Ursachenforsch
urt'iert'obat'a	urt'iert'
urtekari	urtek
Uruguay-	Urug
urvalsbroschyr	urvalsbrosch
urvalsforteckning	urvalsforteckn
urynkowien-	urynk
urzadzenie	urzadz
urzedowy	urz
usahawan	usahaw
usavrsavanj-	usavrs
usbek-	usb
useful-	useful
useljen-	useljen
usilenie	usil
Usingen	Using
usklajen-	usklajen
uskonnonpedagogiikan	uskonnonpedagog
uskontotiede	uskontot
uskoren-	uskor
uskoritel-	uskorit
uslovie	uslov
usmeren-	usmer
usmilj-	usmilj
usmjer-	usmjer
usn-	usn
usoversenstvovan-	usovers
uspeh-	usp
uspjesan	uspj
usposobljanje	usposob
uspoecz-	uspoecz
ussurijsk-	ussur
ustanov-	ustanov
ustavn-	ustavn
ustawodawstwo	ustawod
usted	ud
Ustern-	Ustern
ustojciv-	ustojc
ustredni-	ustred
ustrojow-	ustroj
ustrojstvo	ustroj
usug-	us
usvrsenstv-	usvrs
usmiechow-	usmiech
usnoj	usn
usny-	usn
utal-	ut
utanrik-	utanr
utasit-	uts
utazas	utaz
utannyom-	utanny
utanpotlas	utanpot
utbildning	utbild
utdanningssenter	utdanningssent
utdanningsstatistikk	utdanningsstat
utenlandsk	utenl
utenriksdepartement	utenriksdep
utenrikspolitisk	utenrikspolit
utenriksprsmal	utenriksprsm
utens-	utens
utfodring	utfodr
utforlig-	utforl
utgave	utg
utgitt	utg
utgiva	utg
utgravning	utgrav
uticaj	utic
utili-	util
utkomme	utk
utland	utl
utlandsk	utl
utopi-	utop
utodellenorzes	utodellen
utredning	utred
utrikesdepartement	utrikesdep
utrikeshandelsstatistik	utrikeshandelsstat
utrikespoliti-	utrikespolit
utrin-	utrin
utsadesforening-	utsadesforen
utstallning	utstalln
uttaland	uttal
utvagsunderskelse	utvagsunders
utvalg	utv
utvalgsunderskelse	utvalgsunders
utvandrermus-	utvandrermus
utvardering-	utvard
utveckling	utveckl
utverzd-	utverzd
utvikling	utvikl
utviklingsarbeid	utviklingsarb
utviklingsland	utviklingsl
utviklingsskrift	utviklingsskr
utvrden	utvrd
uudenmaan	uudenm
uudist-	uudist
uurimus	uurim
uurimused	uurim
uuring-	uurin
uurlikse	uurl
uurwerkindustrie	uurwerkind
uut-	uut
uverej-	uver
uvlaznen-	uvlazn
uvoenja	uvo
uwarunkowania	uwarunk
uwzgledn-	uwzgl
uygulama	uygul
uzak-	uzak
uzaleznien-	uzalez
uzaverka	uzav
uzbek-	uzb
uzbrojen-	uzbroj
uzdevums	uzd
uzdraw-	uzdraw
uzdrowiciel	uzdrow
uzdrowisk-	uzdrow
uzenar-	uzen
uzgaj-	uzgaj
uzgoj-	uzgoj
uzgorodsk-	uzgorod
zletvitel	zlvit
uzman-	uzm
uznatelne	uznat
uzemejdarbibas	uzemejdarb
uzraudzibas	uzraudz
uzumcul-	uzumc
uzupen-	uzup
uzyt-	uzyt
uzbaig-	uzbaig
uzdar-	uzd
uzgorodsk-	uzgorod
uzimtumas	uzimt
uzitak	uzit
uzitkov-	uzit
uzitny	uzit
uzivatel	uziv
uzmokest-	uzmok
uzsien-	uzsien
uceln-	ucel
ucetnictvi	ucet
uctovnicke	uctov
uctovnict-	uctov
uctovnicka	uctov
uctovny	uctov
uctujuce	uctuj
udaj-	udaj
udrzbu	udrz
ujdonsag	ujdons
ujitas	ujit
ujsag	ujs
ujsagiro	ujsiro
ujsagolvas-	ujsolv
ujszovetseg	ujszovets
ujvaros	ujv
upln-	upl
urazove	uraz
uroven	urov
uroven	urov
urad-	ur
ustav-	ust
ustredi	ustr
usvit-	usvit
uszoevkonyv	uszoevkv
utepit-	utep
utepito	utep
utgazdalkodas	utgazdalk
utienciklopedia	utiencikl
utijelentes	utijel
utikonyv	utikv
utmutato	utmut
uttervez-	utterv
uttorohaz	uttoroh
uttorovezeto	uttorovez
utugy	utu
uzemia	uzem
uzemni	uzem
ubilej-	ubil
ulduz	uld
unost	un
unos-	un
unyj	un
uridic-	urid
uznoslovenski	uznosl
uznyj	uzn
ukinink-	ukinin
Uberarbeit-	Uberarb
Uberblick	Uberbl
Ubereinkommen	Ubereinkomm
uberfachlich	uberfachl
Uberleben	Uberleb
Uberlieferung	Uberlfg
Uberlingen	Uberling
Ubermittlung	Ubermittl
ubernachten	ubernacht
Ubernachtung	Ubernacht
Uberprufung	Uberpruf
uberregional	uberreg
uberschreiten	uberschreit
Uberseegeschichte	Uberseegesch
uberseeisch-	ubersee
uberseemuseum-	uberseemus
ubersetzen	ubersetz
Ubersetzung	Ubersetz
Ubersicht-	Ubers
uberstaatlich-	uberstaatl
Ubertragung-	Ubertrag
Uberwachung-	Uberwach
uberzeug-	uberzeug
Ubung	Ub
udules	udul
udultet-	udul
ugetoverseny	ugetovers
ugyeszseg	ugyeszs
ugyintez-	ugyint
ugynok-	ugyn
ugyved	ugyv
ugyvedkongresszus	ugyvkongr
ugyvitel	ugyvit
ugyvitelgepesites	ugyvitgepes
ugyvitelszervezes	ugyvitszerv
ugyviteltechnika	ugyvittech
uhin-	uhin
ulemnoukogu	ulemnouk
ulevaade	ulev
ulesszak	ulessz
ullitis-	ullit
ultetveny-	ultetv
Ulzener	Ulz
unnep-	unn
uroloji	urol
urun-	urun
uvegipar	uvegip
uzemegeszsegugy	uzemeu
uzemeltet-	uzemelt
uzemfenntartas	uzemfenntart
uzemszervezes	uzemszerv
uzemtortenet	uzemtort
uzenet	uzen
uzlet	uzl
uzlethalozat	uzlhal
uzlettars	uzltars
urkutat-	urkut
vaatdiagnostiek	vaatdiagn
vaatetustekniik-	vaatetustek
vaatimu	vaat
vabarii-	vabar
vacac-	vacac
vacanc-	vacanc
vacation-	vacat
vacaturelijst	vacaturel
vacaturesupplement	vacaturesuppl
vaccination	vaccin
vaccinology	vaccinol
vaccinogeno	vaccinog
vacunacion	vacun
vacuotechni-	vacuotech
vacuum	vac
vacuumtechni-	vacuumtech
vacuumvereniging	vacuumver
vadaszat	vadasz
vadbiologia	vadbiol
vademecum	vadem
vademekum	vadem
vaderland	vaderl
vaderlandsch	vaderl
vadgazdalkodas	vadgazdalk
vaditelj	vadit
vadiba	vad
vadisana	vad
vadov	vad
vadovams	vad
vaduguns	vadug
vadvedel-	vadved
vadyb-	vadyb
vagforening-	vagforen
vaginstitut-	vaginst
vagonostroitel-	vagonostroit
vagyon	vagy
vagyonkezel-	vagykez
vagyonor-	vagyor
vagyonvedelem	vagyved
vahel-	vahel
vahend-	vahend
vahetam-	vahet
Vaihingen	Vaihing
vaisseau-	vaiss
vaist-	vaist
vaistinink-	vaistin
vajadziga	vajadz
vajar-	vajar
Vajdasag	Vajd
vakantiebesteding	vakantiebested
vakantieboek	vakantieb
vakantieland	vakantiel
vakantieverblijv-	vakantieverbl
vakacio	vakac
vakbeweging	vakbeweg
vakblad	vakbl
vakgroep	vakgr
vakliteratuur	vaklit
vakmatig	vakmat
vakonderwijzer	vakonderwijz
vakopleiding	vakopleid
vaksenopplr-	vaksenopplr
vakstudie	vakstud
vakuum	vak
vakuumn-	vak
vakuut-	vakuut
vakverbond	vakverb
valais-	valais
valdib-	vald
valdym-	valdym
vald-	vald
vale-	val
valencian-	valencia
valeryen	valery
valforfattningar	valforfattn
validation	valid
valik-	valik
valimotekniik-	valimotek
valintakurssitehtav-	valintakurssiteht
valistus	valist
valitus	valit
valiut-	valiut
Valkenburg	Valkenbg
Valkenswaard	Valkensw
valkoinen	valk
valle	val
vallei	val
valley-	val
vallee	val
vallisoletan-	vallisol
valmennus	valm
valoracion	valorac
valorif-	valorif
valorisation	valoris
valorizzazion	valoriz
valosag	valos
Valparaiso	Valpso
valpovack-	valpov
valstie-	valst
valstyb-	valstyb
valtakunnallin-	valtakunn
valtellines-	valtellin
valtion	valt
valtiopaiv-	valtiop
valtiotieteellisen	valtiot
valtiovarainministerio	valtiovarainminist
valtuuskun-	valtuuskun
valtuutettu	valtuut
valuable	valuab
valuation	valuat
valutabestemmelse	valutabestem
valutamarknad	valutamarkn
valutaoversikt	valutaovers
valutario	valut
valvepostil	valvepost
vammainen	vamm
Vancouver	Vanc
vandalism	vandal
vandring	vandr
Vanersborg	Vanersbg
vanfretidsskrift	vanfretidsskr
vanguard-	vanguard
vanhempi	vanh
vanishing	vanish
vanjsk-	vanjs
vanjskotrgovinska	vanjskotrg
vankila	vank
vannforskning	vannforsk
vanred-	vanred
vapaakirkon	vapaakirk
vapeur	vap
vapor-	vap
vapour	vap
varallisuustilasto	varallisuustil
varanotaariliitto	varanotaaril
Varasd-	Varasd
Varazdin-	Varazd
vardarsk-	vardar
vrdvetenskap	vrdvetensk
varefortegnelse	varefortegn
varegruppe	varegrup
varejista	varej
varemerketidende	varemerketid
variab-	var
variacion	var
variance	var
variant-	var
variation-	var
variedad	var
variet-	var
variln-	varil
varios	var
various	var
varius	var
varkaude-	vark
varkaus	vark
varkenshouderij	varkenshoud
varmblodig	varmblod
varmforzinkningstekni-	varmforzinkningstek
varnish-	varn
varnost-	varnost
varrokonyv	varrokv
Varsavia	Vars
Varsaviensia	Vars
varsin-	varsin
Varsovia	Vars
Varsovie	Vars
varstvo	varst
vartija	vart
vartioliike	vartiol
vartoj-	vartoj
vartot-	vartot
vartov-	vart
varumarkestidning	varumarkestidn
varust-	varust
vasanejd-	vasanejd
vasarnap	vasarn
vascolare	vasc
vascon-	vascon
vascul-	vasc
vasipar	vasip
vaskipuhaltimet	vaskipuh
vaskohaszat	vaskohasz
vaskulaer-	vask
vasoactive-	vasoact
vaspitanje	vasp
vaspitn-	vasp
vassdragsdirektorat	vassdragsdir
vassdragsregulering	vassdragsregul
vasteland	vastel
vastgoedinformatie	vastgoedinf
vaststelling	vaststell
Vasvarmegye	Vasvarm
vaterlandisch-	vaterl
vaterstadtisch	vaterstadt
vatrecn-	vatr
vatrogastv-	vatrog
vatrostaln-	vatrost
vattenbyggare	vattenbygg
vattenfallsverk	vattenfallsv
vattenforskning-	vattenforsk
vattenforsorjning	vattenforsorjn
vattenresurslar-	vattenresursl
vauclus-	vauclus
vaudois	vaud
vauriotilasto	vauriotil
vazakov	vazak
vazduh	vazd
vazduhoplovstvo	vazduhoplov
vazdus-	vazd
vadirat	vadir
vakuum	vak
valaszt-	valasz
valasztmany	valasztm
vallalat	vall
vallalatgazdasag	vallgazd
vallalatgazdasagtan	vallgazdt
vallalatgazdalkodas	vallgazdalk
vallalatiranyitas	vallirany
vallalatszervezes	vallszerv
vallalatvezet-	vallvez
vallalkoz-	vallalk
vallalkozaselenkit-	vallalkelenk
vallalkozasfejleszt-	vallalkfejleszt
valogat-	val
valtoz-	valt
valtozocsillag	valtcsill
valvula	valv
vandorgyules	vandorgyul
vandorkonyv	vandorkv
varakoz-	varak
varatlan	varatl
varbarat	varbar
varhato	varh
varmegye	varm
varmuzeum	varmuz
varos	var
varosepit-	varep
varosfejleszt-	varfejleszt
varosgazdasag	vargazd
varoskalauz	varkalauz
Varosmajor	Varmajor
varospolitika	varpolit
varosresz	varresz
varostortenet	vartort
Varpalota	Vpalota
varszinhaz	varszinh
vartemplom	vartempl
vanato-	van
varhoun-	varhoun
vaestolaskenta	vaestolask
vaestoliitto	vaestol
vaestonmuutos	vaestonmuut
vaestontutkimuslaitos	vaestontutkimusl
vaestoraken-	vaestoraken
vaestotieteen	vaestot
vagbyggnad	vagbyggn
vagforening-	vagforen
vaginstitut-	vaginst
vagledning-	vagled
vagtekniska	vagtek
vahittaiskaupa	vahittaisk
vaitoskirja	vaitosk
vakiluku	vakil
valismajandus	valismajand
valisraamat-	valisraam
valjaanne	valj
vanforening-	vanforen
vanskap	vansk
varldsreligion-	varldsrelig
varldsrorelse	varldsrorel
varmeteknik	varmetek
Varmland	Varml
varmlandsk-	varml
Vasterbotten	Vasterbott
Vastergotland	Vastergotl
Vasternorrland	Vasternorrl
Vastmanland	Vastmanl
vastnylandsk-	vastnyl
vastsvensk	vastsven
vastsverige	vastsver
Vasttyskland	Vasttyskl
vaxtbiolog-	vaxtbiol
vaxtekologiska	vaxtekol
vaxtforstorare	vaxtforstor
vaxtfysiologi	vaxtfysiol
vaxtnaringslara	vaxtnaringsl
vaxtodling	vaxtodl
vaxtskyddsanstalt	vaxtskyddsanst
vaxtskyddsrapport-	vaxtskyddsrapp
vapenhistorisk-	vapenhist
vardhogskola-	vardhogsk
vardpedagogik	vardpedagog
vardpolitik	vardpolit
vardutveckling	vardutveckl
varldshotellforteckning	varldshotellforteckn
vcen-	vc
vcelarsky	vcel
vcelarstvi	vcel
Vechtaer	Vechta
vecin-	vecin
veckoskrift-	veckoskr
veckotidning	veckotidn
vecmmia	vecmm
vecer-	vec
vecern-	vec
vedamas-	vedam
vdeckotech-	vd.tech
vedenie	ved
vedeni	ved
vedett-	vedett
vedere	v
vedkommende-	vedkomm
vedligeholde	vedligeh
vedlikehold	vedlikeh
vedni	ved
vedomost-	vedom
vedomstv-	vedoms
vedouc-	ved
vedrre-	vedr
vedtag-	vedtag
vedvarende	vedv
veeartsenijschool-	veeartsenijsch
veefokkerij	veefokk
veehouder	veehoud
veehouderij	veehoud
veelbeloven-	veelbelov
Veenendaal	Veenend
veenkoloniaal	veenkolon
veertiendaags	veertiend
veeteeltkundig	veeteeltkd
veevoeder	veevoed
veevoeding	veevoed
vegdirektorat	vegdir
vegdirektr	vegdir
vegeta-	veg
veetacija	ve
veglaboratorium	veglab
vegvesen	vegv
vegyeszcsoport	vegyeszcsop
vegyeszet	vegyesz
vegyipar	vegyip
vegytan	vegyt
vehic-	veh
vehr-	vehr
veidoans	veido
veiksn-	veiksn
veiledning	veil
veiligheid	veiligh
veill-	veill
Veitsbronn-	Veitsbronn
veivesen	veiv
veiviser	veiv
veiculo	veic
vejgodstransport	vejgodstransp
vejledning	vejl
vejviser	vejv
veksthusforsk	veksthusfors
vektlfterforbund	vektlfterforb
vektorn-	vektorn
veldadvisering	veldadvis
veldecologie	veldecol
Veldener	Velden
Veldhoven	Veldh
veldkeuring	veldkeur
veldornitologisch-	veldornitol
veldstudie-	veldstud
Velebit-	Veleb
veletrh-	veletr
veleucilista	veleuc
velik-	velik
velikogorick-	velikogor
velikoluksk-	velikoluk
velkommen	velkom
velkoobchod	velkoobch
velocimetr-	velocim
velocit-	veloc
velvet	velv
venaticus	venat
venatorius	venat
venaja	ven
vendedor	vend
vendeur	vend
vendeglatas	vendeglat
vendeglatoipar	vendeglatoip
vending	vend
vendit-	vend
vendor	vend
Vendsyssel	Vends
veneilija	veneil
venen-	venen
venereal	vener
venereolog-	venereol
veneri-	vener
venerolog-	venerol
venezolan-	venez
vengersk-	veng
venkov	venk
vennootschap	vennootsch
venomous	venom
vensk-	vensk
ventenn-	ventenn
ventil-	vent
ventur-	ventur
veracruzano	veracruz
verandering	verander
veranlagen	veranl
Veranlagung	Veranl
Veranstalter	Veranst
Veranstaltung-	Veranst
verantwoord	verantw
verantwortlich	verantwortl
Verantwortung	Verantwort
verarbeiten	verarb
Verarbeiter	Verarb
Verarbeitung-	Verarb
veranderlich	veranderl
Veranderung	Verand
verbatim	verbat
Verband-	Verb
Verbesserung	Verbess
verbetering	verbet
verbinding	verbind
Verbindung	Verbind
verblijfsrecreatie	verblijfsrecreat
verblijv-	verblijv
verbond	verb
Verbraucher	Verbrauch
Verbrauchsteuerpflichtig-	Verbrauchsteuerpflicht
Verbrechen	Verbrech
verbreiding	verbreid
Verbreitung	Verbreit
verbruik	verbr
Verbund	Verb
Verchromung-	Verchrom
verdamping	verdamp
Verdauung	Verdau
verdedig-	verdedig
verdeler	verdel
verdensmarked	verdensmark
Verdichter	Verdicht
Verdichtung	Verdicht
Verdrahtung	Verdraht
veredeling-	veredel
Veredelung-	Veredel
Veredlung-	Veredl
vereenigd-	ver
vereeniging	ver
vereidigen	vereid
Verein	Ver
vereinigt-	ver
Vereinigung	Ver
Vereinte Nationen	V.N
verejn-	verej
verenigd-	ver
vereniging	ver
Vererbung	Vererb
Verfahren	Verfahr
Verfasser-	Verfass
Verfassung	Verfass
verfinstituut	verfinst
verfkroniek	verfkron
Verfolgung	Verfolg
Verfugung	Verfug
Vergaberecht	Vergaber
vergadering-	vergad
Vergangenheit	Vergangenh
vergelijkend-	vgl
vergelijking	vergelijk
vergessen	vergess
vergeten	verget
Vergiftung	Vergift
Vergleich-	Vgl
vergleichend	vgl
Vergnugen	Vergnug
vergoeding	vergoed
vergunning	vergunn
Vergutung	Vergut
verhal-	verhal
Verhalten	Verhalt
Verhltnis	Verhlt
verhandel-	verh
verhandling-	verh
Verhandlung	Verh
verhn-	verhn
verhneusur-	verhneusur
verhnij	verhn
verhouding-	verhoud
verhovn-	verhovn
Verhutung	Verhut
verificacion	verif
verificado	verif
verifying	verif
verimli-	veriml
verkauf-	verkauf
Verkaufsaustellung	Verkaufsaustell
Verkaufsleiter	Verkaufsleit
verkeersdocumentatie	verkeersdoc
verkeerspedagogisch	verkeerspedagog
verkeersrecht	verkeersr
verkeerstechniek	verkeerstech
verkeersveiligheid	verkeersveiligh
verkeersvoorziening	verkeersvoorz
verkeerswaarneming	verkeerswaarn
Verkehr	Verk
verkennen	verkenn
verkenning	verkenn
verket-	verk
verkfring	verkfr
verkiezing	verkiez
verkkojulkaisu	verkkojulk
verklaring	verklar
verkloosheid	verkloosh
verkoken	verkok
verkondiging	verkond
verkoopleiding	verkoopleid
verkooplijst	verkoopl
verkrijging	verkrijg
verksamhet	verksamh
verkstadsindustrie	verkstadsind
verksted	verkst
Verkundigung	Verkund
Verlader	Verlad
Verlag	Verl
Verlautbarung	Verlautbar
Verleger	Verl
Verleihung	Verleih
verleng-	verleng
verlening	verlen
Verletzung	Verletz
verlichting	verlicht
verlofganger	verlofgang
verloofde-	verloofd
verlos-	verlos
Verloskund-	Verloskd
Vermahlung	Vermahl
vermarkten	vermarkt
Vermachtnis	Vermachtn
Vermehrung	Vermehr
Vermessung-	Vermess
Vermieter	Vermiet
Vermisstenangehorig-	Vermisstenangehor
Vermittler	Vermittl
Vermittlung	Vermittl
vermogenbelasting	vermogenbelast
Vermont	Vt
Vermogensberatung	Vermogensberat
Vermogensbildung	Vermogensbild
Vermogensfrage-	Vermogensfr
Vernachlassigung	Vernachlass
vernaculaire	vernac
vernacular	vernac
vernici-	vernic
vernieuwing	vernieuw
vernonnais	vernon
vernuwing	vernuw
vernunftig	vernunft
veroatn-	veroatn
verohallitus	verohall
verokalenteri	verokal
verordening	verord
verordner	verordn
Verordnung	Verordn
verotus	verot
Veroffentlich-	Veroff
verpacken	verpack
Verpackung-	Verpack
verpackungen	verpack
verpakk-	verpakk
verpakking	verpakk
Verpflegung	Verpfleg
verpleeghuiz-	verpleeghuiz
verpleeginstelling	verpleeginst
verpleegkunde	verpleegkd
verpleegkundig	verpleegkd
verpleegster	verpleeg
verplegende	verpleg
verpleging	verpleg
verplegingswetenschap	verplegingswet
verplichting-	verplicht
verpozing-	verpoz
Verputzer	Verputz
verrerie	verr
verrichting-	verricht
verrigting-	verrigt
versaillais	versaill
Versammlung-	Versamml
Versandhandel	Versandhand
Versandleiter	Versandleit
verscheidne	verscheid
verschieden-	verschied
verschijn-	versch
Verschleiss	Verschl
Verschlusskrankheit-	Verschlusskrankh
verschollen	verscholl
Verschonerung	Verschon
Verschwendung	Verschwend
verseny	vers
versesknyv	verseskv
Versgeschichte	Versgesch
Versichert-	Versich
Versicherung	Versicher
verslag-	versl
verslaving	verslav
verslum-	verslum
verslunarinnar	versl
versmond-	versm
Versorgung-	Versorg
verstandelijk-	verstand
verstandig	verstand
Verstandigung	Verstand
verstandlich	verstandl
Verstarker	Verstark
verstehen-	verstehen
verstrekking	verstrekk
Versuch-	Vers
vertaileva	vert
vertaling	vertal
vertebra-	vertebr
verteidig-	verteid
verteilen	verteil
Verteilung	Verteil
vertebre-	vertebr
vertical	vert
Vertiefersemina-	Vertiefersemin
vertin-	vertin
Vertrag	Vertr
vertrglich	vertrgl.
vertraulich-	vertraul
Vertret-	Vertret
vertrieben-	vertrieb
Vertriebsorganisat-	Vertriebsorgan
vertriebswirtschaftlich-	vertriebswirtsch
vertybin-	vertyb
Verunreinigung-	Verunreinig
ververij	verver
Vervielfaltigung	Vervielfalt
vervoer-	vervoer
vervoerlogistieke	vervoerlogist
vervoerstatistiek	vervoerstat
vervoerstudi-	vervoerstud
verwalten	verwalt
Verwaltung	Verwalt
Verwarming	verwarm
Verwarnung	Verwarn
Verwendung-	Verwend
verwerkingstechnolog-	verwerkingstechnol
Verwertung-	Verwert
verwijder-	verwijd
Verwirklichung	Verwirkl
verzamelaar	verzamel
verzameling-	verzamel
Verzeichnis	Verz
verzeker-	verzek
verzelfstandig-	verzelfstand
verzetsfront	verzetsfr
verzinken	verzink
Verzinkung	Verzink
verzoening	verzoen
verzorg-	verzorg
Verzweiflung	Verzweifl
verlauna	verl
vesebeteg-	vesebet
veselg-	veselg
vesihallitus	vesihall
vesilaboratorio-	vesilab
vesirakennust-	vesirakenn
vesitekniik-	vesitek
vesnik	vesn
vessel-	vessel
vestibular	vestib
vestig-	vestig
vestiging	vestig
vestiment-	vestim
vestland-	vestl
vestlig	vestl
vestnik	vestn
Vestoppland	Vestoppl
vestuario	vest
vestuv-	vestuv
vesuviano	vesuv
veszedel-	vesz
veszely-	vesz
Veszprem	Veszpr
vesestvenn-	vesestv
vesestvo	ves
vetenskap	vetensk
vetenskaplig	vetensk
veterinaar-	vet
veterinaer	vet
veterinar-	vet
veterinar	vet
veteriner	vet
veterinr	vet
vettenindustrie	vettenind
veuvage	veuv
vexillolog-	vexillol
vezelinstituut-	vezelinst
vezet-	vez
vezetes	vez
vezetestudomany	veztud
vezetokepz-	vezk
vezerigazgato-	vezerig
vezerl-	vezer
vezicki	vezic
vedekez-	ved
vedel-	ved
vedjegy	vedj
vedjegyertesito	vedjert
vegleges	vegl
vegrehajt-	vegreh
vegz-	vegz
vegzett	vegz
vegzettseg	vegzetts
velemeny	vel
velociped-	velociped
venezuel-	venez
verifi-	verif
verit-	verit
vertranszfuzio	vertranszfuz
veterinair-	vet
vetement	vetem
vertigs	vert
vestnesis	vestn
vestur-	vestur
veliav-	veliav
vellazerim-	vellazer
vedeck-	ved
vestnik	vestn
vetrani	vetr
viacao	viac
viajero	viaj
viator-	viat
vibraci-	vib
vibration-	vib
vibrotechni	vibrotech
vibrotehni-	vibroteh
vicariat	vicar
vicenotarieforbund	vicenotarieforb
vicin-	vicin
vicinal	vicin
vicinity	vicin
Vicksburg	Vicksbg
victim-	vict
victimization	victim
victoire	vic
Victoria	Vic
Victoria Island	Vic. Isl
victorian	vic
Victoriaville	Victoriav
Victoriense	Victor
victory	vic
victuall-	victual
vidareutbildning	vidareutbildn
vidavnictvo	vidav
videnskab-	vidensk
videnskap	vidensk
videnskapsselskap-	videnskapsselsk
videoenciclopedia	videoencicl
videofelvetel	videoflv
videofilm-	videofilm
Videofilmer	Videofilm
videoforhandler	videoforh
videograbacion	videograbac
videograph-	videogr
videografico	videogr
videokatalog	videokat
videomagazine	videomag
videoscop-	videoscop
videostvar-	videostvar
videotaping	videotap
viderega-	viderega
videocassette	videocass
videogramme	videogr
videj-	vid
vidov-	vidov
vidri-	vidr
vidutin-	vidut
Viehhaltung-	Viehhalt
Viehhandel	Viehhand
Viehverwertung	Viehverwert
Viehwirtschaft	Viehwirtsch
vieill-	vieil
viennese	vienn
viennois	vienn
Viernheim	Viernh
Vierteljahr-	Vierteljahr
Vierteljahresbericht	Vierteljahresber
Vierteljahresergebnis	Vierteljahresergeb
Vierteljahresheft	Vierteljahresh
Vierteljahresrundschau	Vierteljahresrundsch
Vierteljahresschrift	Vierteljahresschr
Vierteljahrsbericht	Vierteljahrsber
Vierteljahrsheft-	Vierteljahrsh
Vierteljahrsschrift	Vierteljahrsschr
vierteljahrlich-	vierteljahrl
viest-	viest
viesti-	viest
viestintatiet-	viestintat
viestnik	viestn
viesas-	vies
viesoji	vies
Vietnam-	Vietnam
viewdata	viewd
viewfinder	viewfind
viewpoint	viewp
viewprint	viewpr
viewsweekly	viewswkl
vigencia	vigen
vigente	vigen
vigilanc-	vigil
vigneron	vign
vignoble	vign
vigtig-	vigt
vihovanna	vihov
viikkokatsaus	viikkokats
viikkoluettelo	viikkoluett
viikkomuistio	viikkomuist
viikkotiedote	viikkotied
viiteluettelo	viiteluett
vijesn-	vijesn
vijfjaarlijk-	vijfjaarl
vikarijat-	vikar
vikladanna	viklad
viktvakt-	viktvakt
vilaggazdasag	vilaggazd
vilaghirado	vilagh
vilagirodal-	vilagirod
vilagit-	vil
vilagitastechnika	viltech
vilagnezet	vilagnez
vilagos-	vil
vilagszovetseg	vilagszovets
viljelija	vilj
viljely	vilj
villamos-	vill
villamosenergia	villenerg
villamosenergiaipar	villenergip
villamosenergiarendszer	villenergrendsz
